Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
C2D_AE_128_3X3,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,Normal,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,False,0.7962,0.8561,0.8528,0.7359,0.7949,0.8491,0.8491,0.7412,0.7949,0.8491,0.8491,0.7412,0.3,0.2367,0.2467,0.3625,0.2833,0.2409,0.2409,0.3733,0.7806,0.8423,0.8458,0.7482,0.7986,0.8425,0.8425,0.7729,0.7743,0.8216,0.8216,0.7526,0.7681,0.7791,0.7188,0.8099,0.75,0.7717,0.695,0.79,0.7457,0.7701,0.6865,0.7866,600,600,600,600,"186,114,36,264","207,93,44,256","159,141,42,258","199,101,25,275",0.7715,0.8154,0.7327,0.8154,0.7633,0.8067,0.7083,0.8067,0.7615,0.8053,0.7005,0.8053,600,600,600,600,"203,97,45,255","217,83,33,267","164,136,39,261","217,83,33,267"
C2D_AE_128_3X3,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,Normal,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,True,0.7956,0.8461,0.8443,0.7583,0.7948,0.842,0.842,0.7576,0.7948,0.842,0.842,0.7576,0.29,0.1833,0.2033,0.3167,0.3033,0.2357,0.2357,0.3133,0.7789,0.8331,0.8375,0.7549,0.7978,0.8382,0.8382,0.78,0.7729,0.8154,0.8154,0.7562,0.7483,0.8018,0.7441,0.8184,0.7283,0.8017,0.73,0.8183,0.7228,0.8016,0.7261,0.8183,600,600,600,600,"176,124,39,261","244,56,63,237","183,117,45,255","244,56,53,247",0.7598,0.8426,0.752,0.8426,0.7517,0.785,0.7367,0.785,0.7497,0.7756,0.7326,0.7756,600,600,600,600,"199,101,48,252","174,126,3,297","184,116,42,258","174,126,3,297"
C2D_AE_128_3X3,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,Normal,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,True,0.785,0.8385,0.8299,0.7119,0.787,0.836,0.836,0.7112,0.787,0.836,0.836,0.7112,0.2633,0.229,0.27,0.3967,0.2667,0.2733,0.2733,0.4,0.7781,0.8374,0.8404,0.7413,0.8028,0.8423,0.8423,0.7572,0.7704,0.8164,0.8164,0.7415,0.7493,0.7545,0.7334,0.7751,0.7483,0.75,0.6567,0.775,0.7481,0.7489,0.6259,0.775,600,600,600,600,"215,85,66,234","245,55,95,205","283,17,189,111","230,70,65,235",0.7463,0.8412,0.6866,0.8412,0.7417,0.8033,0.6633,0.8033,0.7405,0.7977,0.6525,0.7977,600,600,600,600,"202,98,57,243","191,109,9,291","146,154,48,252","191,109,9,291"
C2D_AE_128_3X3,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,Normal,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,True,0.4789,0.477,0.4769,0.5924,0.4821,0.4842,0.4842,0.5901,0.4821,0.4842,0.4842,0.5901,0.4967,0.51,0.51,0.4772,0.51,0.53,0.53,0.48,0.5722,0.5783,0.5788,0.6144,0.5822,0.5738,0.5738,0.6196,0.5856,0.5783,0.5783,0.6144,0.5304,0.6167,0.669,0.62,0.53,0.535,0.6233,0.5367,0.5285,0.4364,0.596,0.4393,600,600,600,600,"142,158,124,176","35,265,14,286","109,191,35,265","36,264,14,286",0.6141,0.6154,0.6678,0.6154,0.5417,0.5583,0.6333,0.5583,0.4552,0.496,0.6135,0.496,600,600,600,600,"43,257,18,282","62,238,27,273","122,178,42,258","62,238,27,273"
C2D_AE_128_3X3,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,Normal,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,True,0.6038,0.6404,0.6374,0.5036,0.602,0.6408,0.6408,0.5045,0.602,0.6408,0.6408,0.5045,0.46,0.391,0.4,0.5227,0.46,0.39,0.39,0.52,0.5699,0.5933,0.5913,0.5199,0.5904,0.6178,0.6178,0.5672,0.5716,0.5941,0.5941,0.512,0.637,0.6615,0.641,0.6572,0.6117,0.65,0.5567,0.65,0.5928,0.6437,0.4787,0.646,600,600,600,600,"119,181,52,248","155,145,65,235","51,249,17,283","163,137,73,227",0.6348,0.6578,0.651,0.6578,0.6083,0.6517,0.5583,0.6517,0.5881,0.6483,0.4783,0.6483,600,600,600,600,"116,184,51,249","166,134,75,225","50,250,15,285","166,134,75,225"
C2D_AE_128_3X3_AAC,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,AttentionAugmentedConvs,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,False,0.835,0.8676,0.8583,0.7815,0.8392,0.8531,0.8531,0.7862,0.8392,0.8531,0.8531,0.7862,0.2433,0.2161,0.2467,0.3233,0.2267,0.2264,0.2264,0.3167,0.8058,0.8536,0.8595,0.7762,0.8258,0.8415,0.8415,0.8004,0.7982,0.8122,0.8122,0.7792,0.8165,0.7687,0.7625,0.8026,0.8017,0.7667,0.7333,0.8,0.7993,0.7662,0.7257,0.7996,600,600,600,600,"208,92,27,273","243,57,83,217","170,130,30,270","226,74,46,254",0.8218,0.8551,0.7542,0.8551,0.8167,0.8317,0.745,0.8317,0.8159,0.8288,0.7427,0.8288,600,600,600,600,"226,74,36,264","211,89,12,288","195,105,48,252","211,89,12,288"
C2D_AE_128_3X3_SQZEX,ADAM_MSE_IR_DISTRACTION_NORMAL-{APE}.pkl,SqueezeExcitation,IR_DISTRACTION,NORMAL,128,MSE,ADAM,False,False,0.8105,0.8676,0.8676,0.7633,0.8048,0.8621,0.8621,0.7655,0.8048,0.8621,0.8621,0.7655,0.2433,0.1988,0.1967,0.3367,0.2361,0.24,0.24,0.33,0.7858,0.8509,0.8561,0.7558,0.8063,0.8561,0.8561,0.7812,0.7785,0.8332,0.8332,0.7579,0.7938,0.8344,0.727,0.8321,0.79,0.8317,0.71,0.83,0.7893,0.8313,0.7045,0.8297,600,600,600,600,"220,80,46,254","236,64,37,263","172,128,46,254","237,63,39,261",0.803,0.857,0.7353,0.857,0.8,0.8283,0.7117,0.8283,0.7995,0.8248,0.7043,0.8248,600,600,600,600,"225,75,45,255","206,94,9,291","166,134,39,261","206,94,9,291"
MV,28_3X3-_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,Normal,MV_TEC,NORMAL,128,MSE,ADAM,False,False,0.6134,0.6527,0.6418,0.5625,0.6395,0.6994,0.6994,0.5864,0.5119,0.5313,0.5313,0.508,0.4283,0.4001,0.4126,0.4582,0.4785,0.4785,0.479,0.4839,0.6463,0.635,0.6359,0.6852,0.7278,0.7305,0.7305,0.7629,0.7255,0.7076,0.7076,0.731,0.6913,0.6933,0.6493,0.701,0.698,0.6991,0.633,0.6939,0.6944,0.696,0.6403,0.6972,1725,1725,1725,1725,"1014,244,277,190","1013,245,274,193","908,350,283,184","977,281,247,220",0.6308,0.6411,0.6313,0.6411,0.6701,0.5101,0.56,0.5101,0.6449,0.5354,0.583,0.5354,1725,1725,1725,1725,"1056,202,367,100","593,665,180,287","742,516,243,224","593,665,180,287"
MV,E-06_C1_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,Normal,MV_TEC,NORMAL,128,MSE,ADAM,False,True,0.6185,0.6604,0.6451,0.5616,0.6414,0.7035,0.7035,0.5798,0.5118,0.5274,0.5274,0.514,0.4041,0.4063,0.4133,0.4604,0.4968,0.4882,0.4882,0.4818,0.6521,0.6338,0.6372,0.6808,0.7318,0.7219,0.7219,0.7616,0.726,0.7144,0.7144,0.7272,0.6824,0.6913,0.6531,0.6944,0.6058,0.6864,0.6313,0.68,0.627,0.6887,0.6407,0.6862,1725,1725,1725,1725,"768,490,190,277","976,282,259,208","895,363,273,194","949,309,243,224",0.6323,0.6396,0.6424,0.6396,0.6586,0.6835,0.6319,0.6835,0.6431,0.6533,0.6368,0.6533,1725,1725,1725,1725,"1018,240,349,118","1082,176,370,97","919,339,296,171","1082,176,370,97"
MV,E-06_C3_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,Normal,MV_TEC,NORMAL,128,MSE,ADAM,False,True,0.6386,0.6574,0.6455,0.5721,0.6542,0.7125,0.7125,0.6029,0.5017,0.5231,0.5231,0.5075,0.3961,0.3912,0.4111,0.4523,0.4711,0.464,0.464,0.4818,0.6413,0.6379,0.6386,0.6802,0.7323,0.7429,0.7429,0.7441,0.7347,0.7233,0.7233,0.7308,0.6881,0.686,0.6555,0.6943,0.6545,0.5635,0.6348,0.6736,0.6671,0.5869,0.6437,0.6821,1725,1725,1725,1725,"888,370,226,241","656,602,151,316","900,358,272,195","930,328,235,232",0.6314,0.6358,0.6332,0.6358,0.5188,0.5206,0.5617,0.5206,0.5452,0.5467,0.5847,0.5467,1725,1725,1725,1725,"632,626,204,263","629,629,198,269","743,515,241,226","629,629,198,269"
MV,_P64_C1_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,Normal,MV_TEC,NORMAL,128,MSE,ADAM,False,True,0.62,0.6494,0.6441,0.5653,0.6444,0.687,0.687,0.6148,0.5501,0.5544,0.5544,0.5078,0.4151,0.3975,0.4032,0.4604,0.4368,0.4348,0.436,0.5016,0.6658,0.649,0.647,0.6785,0.7448,0.7306,0.7306,0.7484,0.7158,0.7086,0.7086,0.734,0.6934,0.6996,0.6524,0.7161,0.5009,0.5281,0.6783,0.5223,0.5157,0.5469,0.6624,0.5373,1725,1725,1725,1725,"499,759,102,365","554,704,110,357","1039,219,336,131","522,736,88,379",0.6592,0.6566,0.6265,0.6566,0.5542,0.5687,0.5646,0.5687,0.5789,0.5925,0.5861,0.5925,1725,1725,1725,1725,"676,582,187,280","718,540,204,263","764,494,257,210","718,540,204,263"
MV,_P64_C3_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,Normal,MV_TEC,NORMAL,128,MSE,ADAM,False,True,0.5616,0.608,0.5698,0.5668,0.6371,0.6798,0.6798,0.6513,0.4903,0.5148,0.5148,0.5076,0.469,0.4245,0.4682,0.4674,0.4984,0.4889,0.4889,0.4881,0.6826,0.6601,0.6823,0.6859,0.7457,0.7306,0.7306,0.7287,0.7498,0.7316,0.7316,0.7334,0.6497,0.6507,0.6704,0.6693,0.6406,0.6423,0.4429,0.6191,0.6448,0.6463,0.4452,0.6364,1725,1725,1725,1725,"929,329,291,176","932,326,291,176","390,868,93,374","828,430,227,240",0.6864,0.7771,0.6408,0.7771,0.3577,0.3351,0.3965,0.3351,0.3023,0.2435,0.3843,0.2435,1725,1725,1725,1725,"187,1071,37,430","116,1142,5,462","307,951,90,377","116,1142,5,462"
MV,X3_AAC-_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,AttentionAugmentedConvs,MV_TEC,NORMAL,128,MSE,ADAM,False,False,0.6095,0.6534,0.6384,0.5543,0.6607,0.7083,0.7083,0.5837,0.4939,0.5174,0.5174,0.5018,0.4205,0.3897,0.4054,0.469,0.5278,0.4968,0.4968,0.4762,0.6682,0.6442,0.6467,0.6889,0.7258,0.7493,0.7493,0.7494,0.7344,0.7224,0.7224,0.7349,0.6885,0.683,0.6444,0.7139,0.5067,0.6104,0.6371,0.5357,0.5237,0.6311,0.6406,0.5533,1725,1725,1725,1725,"518,740,111,356","779,479,193,274","930,328,298,169","554,704,97,370",0.628,0.6283,0.6284,0.6283,0.6754,0.618,0.5409,0.618,0.6435,0.6228,0.5662,0.6228,1725,1725,1725,1725,"1077,181,379,88","908,350,309,158","696,562,230,237","908,350,309,158"
MV,_SQZEX-_ADAM_MSE_MV_TEC_NORMAL-{APE}.pkl,SqueezeExcitation,MV_TEC,NORMAL,128,MSE,ADAM,False,False,0.6179,0.6432,0.6343,0.5648,0.646,0.7034,0.7034,0.5752,0.4994,0.5188,0.5188,0.5022,0.421,0.4046,0.4026,0.4515,0.5205,0.4968,0.4968,0.4873,0.6554,0.6506,0.6511,0.685,0.7188,0.7334,0.7334,0.758,0.7441,0.7275,0.7275,0.7352,0.6869,0.6803,0.6532,0.6894,0.6962,0.6116,0.6243,0.6533,0.6911,0.6319,0.6362,0.6666,1725,1725,1725,1725,"1019,239,285,182","787,471,199,268","875,383,265,202","882,376,222,245",0.6233,0.6268,0.6318,0.6268,0.6116,0.5936,0.5641,0.5936,0.6171,0.6073,0.5864,0.6073,1725,1725,1725,1725,"900,358,312,155","843,415,286,181","752,506,246,221","843,415,286,181"
C2D_AE_128_3X3,DAM_MSE_SUBWAY_ENTRANCE_NORMAL-{APE}.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7966,0.7388,0.7428,0.7629,0.7966,0.7388,0.7428,0.7629,0.7966,0.7388,0.7428,0.7629,0.2948,0.3355,0.3338,0.3362,0.2948,0.3355,0.3338,0.3362,0.993,0.9901,0.9903,0.991,0.993,0.9901,0.9903,0.991,0.993,0.9901,0.9903,0.991,0.9664,0.9638,0.9608,0.9634,0.6362,0.6115,0.8455,0.6134,0.7535,0.7347,0.8944,0.7362,21344,21344,21344,21344,"471,109,7655,13109","443,137,8155,12609","311,269,3029,17735","438,142,8110,12654",0.9664,0.9638,0.9608,0.9634,0.6362,0.6115,0.8455,0.6134,0.7535,0.7347,0.8944,0.7362,21344,21344,21344,21344,"471,109,7655,13109","443,137,8155,12609","311,269,3029,17735","438,142,8110,12654"
C2D_AE_128_3X3,DAM_MSE_SUBWAY_ENTRANCE_NORMAL-{APE}.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,True,0.794,0.7341,0.7385,0.76,0.794,0.7341,0.7385,0.76,0.794,0.7341,0.7385,0.76,0.2931,0.3362,0.331,0.3371,0.2931,0.3362,0.331,0.3371,0.9928,0.9898,0.99,0.9909,0.9928,0.9898,0.99,0.9909,0.9928,0.9898,0.99,0.9909,0.9662,0.9618,0.9608,0.9613,0.6328,0.657,0.8303,0.6554,0.7509,0.7695,0.8852,0.7683,21344,21344,21344,21344,"469,111,7727,13037","403,177,7143,13621","319,261,3361,17403","397,183,7173,13591",0.9662,0.9618,0.9608,0.9613,0.6328,0.657,0.8303,0.6554,0.7509,0.7695,0.8852,0.7683,21344,21344,21344,21344,"469,111,7727,13037","403,177,7143,13621","319,261,3361,17403","397,183,7173,13591"
C2D_AE_128_3X3,DAM_MSE_SUBWAY_ENTRANCE_NORMAL-{APE}.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,True,0.7368,0.7432,0.7488,0.7296,0.7368,0.7432,0.7488,0.7296,0.7368,0.7432,0.7488,0.7296,0.33,0.3169,0.3141,0.3552,0.33,0.3169,0.3141,0.3552,0.9906,0.991,0.9912,0.9896,0.9906,0.991,0.9912,0.9896,0.9906,0.991,0.9912,0.9896,0.9661,0.9653,0.9585,0.9652,0.5576,0.6446,0.8069,0.6357,0.6908,0.7599,0.8707,0.7532,21344,21344,21344,21344,"484,96,9346,11418","455,125,7460,13304","292,288,3833,16931","455,125,7651,13113",0.9661,0.9653,0.9585,0.9652,0.5576,0.6446,0.8069,0.6357,0.6908,0.7599,0.8707,0.7532,21344,21344,21344,21344,"484,96,9346,11418","455,125,7460,13304","292,288,3833,16931","455,125,7651,13113"
C2D_AE_128_3X3_AAC,DAM_MSE_SUBWAY_ENTRANCE_NORMAL-{APE}.pkl,AttentionAugmentedConvs,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7983,0.742,0.7461,0.7622,0.7983,0.742,0.7461,0.7622,0.7983,0.742,0.7461,0.7622,0.2948,0.3376,0.3328,0.335,0.2948,0.3376,0.3328,0.335,0.993,0.9903,0.9905,0.9911,0.993,0.9903,0.9905,0.9911,0.993,0.9903,0.9905,0.9911,0.9676,0.9628,0.9604,0.9628,0.6243,0.6265,0.8221,0.6118,0.7443,0.7465,0.8802,0.7351,21344,21344,21344,21344,"489,91,7927,12837","426,154,7817,12947","317,263,3534,17230","431,149,8137,12627",0.9676,0.9628,0.9604,0.9628,0.6243,0.6265,0.8221,0.6118,0.7443,0.7465,0.8802,0.7351,21344,21344,21344,21344,"489,91,7927,12837","426,154,7817,12947","317,263,3534,17230","431,149,8137,12627"
C2D_AE_128_3X3_SQZEX,DAM_MSE_SUBWAY_ENTRANCE_NORMAL-{APE}.pkl,SqueezeExcitation,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7877,0.7164,0.7208,0.7507,0.7877,0.7164,0.7208,0.7507,0.7877,0.7164,0.7208,0.7507,0.2987,0.3276,0.3213,0.342,0.2987,0.3276,0.3213,0.342,0.9925,0.9884,0.9886,0.9904,0.9925,0.9884,0.9886,0.9904,0.9925,0.9884,0.9886,0.9904,0.9673,0.9621,0.96,0.9616,0.6028,0.6663,0.8133,0.665,0.7274,0.7762,0.8747,0.7753,21344,21344,21344,21344,"490,90,8388,12376","404,176,6947,13817","314,266,3719,17045","397,183,6967,13797",0.9673,0.9621,0.96,0.9616,0.6028,0.6663,0.8133,0.665,0.7274,0.7762,0.8747,0.7753,21344,21344,21344,21344,"490,90,8388,12376","404,176,6947,13817","314,266,3719,17045","397,183,6967,13797"
C2D_AE_128_3X3,3-_ADAM_MSE_SUBWAY_EXIT_NORMAL-{APE}.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9719,0.9566,0.9568,0.9717,0.9719,0.9566,0.9568,0.9717,0.9719,0.9566,0.9568,0.9717,0.1111,0.1111,0.1111,0.11,0.1111,0.1111,0.1111,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.885,0.9298,0.8901,0.9286,0.9382,0.9628,0.9411,0.9622,11475,11475,11475,11475,"9,0,1320,10146","8,1,805,10661","9,0,1261,10205","8,1,818,10648",0.9992,0.9991,0.9992,0.9991,0.885,0.9298,0.8901,0.9286,0.9382,0.9628,0.9411,0.9622,11475,11475,11475,11475,"9,0,1320,10146","8,1,805,10661","9,0,1261,10205","8,1,818,10648"
C2D_AE_128_3X3,C1_ADAM_MSE_SUBWAY_EXIT_NORMAL-{APE}.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.971,0.9558,0.956,0.9719,0.971,0.9558,0.956,0.9719,0.971,0.9558,0.956,0.9719,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8688,0.9303,0.8787,0.9283,0.929,0.9631,0.9347,0.962,11475,11475,11475,11475,"9,0,1506,9960","8,1,799,10667","9,0,1392,10074","8,1,822,10644",0.9992,0.9991,0.9992,0.9991,0.8688,0.9303,0.8787,0.9283,0.929,0.9631,0.9347,0.962,11475,11475,11475,11475,"9,0,1506,9960","8,1,799,10667","9,0,1392,10074","8,1,822,10644"
C2D_AE_128_3X3,C1_ADAM_MSE_SUBWAY_EXIT_NORMAL-{APE}.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.9787,0.9787,0.9775,0.9798,0.9787,0.9787,0.9775,0.9798,0.9787,0.9787,0.9775,0.9798,0.0488,0.0506,0.0592,0.0521,0.0488,0.0506,0.0592,0.0521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.9513,0.9408,0.948,0.9495,0.9743,0.9687,0.9725,0.9733,11475,11475,11475,11475,"9,0,559,10907","9,0,679,10787","9,0,597,10869","9,0,580,10886",0.9992,0.9992,0.9992,0.9992,0.9513,0.9408,0.948,0.9495,0.9743,0.9687,0.9725,0.9733,11475,11475,11475,11475,"9,0,559,10907","9,0,679,10787","9,0,597,10869","9,0,580,10886"
C2D_AE_128_3X3_AAC,C-_ADAM_MSE_SUBWAY_EXIT_NORMAL-{APE}.pkl,AttentionAugmentedConvs,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9716,0.9568,0.9572,0.9722,0.9716,0.9568,0.9572,0.9722,0.9716,0.9568,0.9572,0.9722,0.1111,0.1111,0.1111,0.075,0.1111,0.1111,0.1111,0.075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8851,0.9259,0.8915,0.9209,0.9382,0.9608,0.9419,0.958,11475,11475,11475,11475,"9,0,1319,10147","8,1,849,10617","9,0,1245,10221","8,1,907,10559",0.9992,0.9991,0.9992,0.9991,0.8851,0.9259,0.8915,0.9209,0.9382,0.9608,0.9419,0.958,11475,11475,11475,11475,"9,0,1319,10147","8,1,849,10617","9,0,1245,10221","8,1,907,10559"
C2D_AE_128_3X3_SQZEX,X-_ADAM_MSE_SUBWAY_EXIT_NORMAL-{APE}.pkl,SqueezeExcitation,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9725,0.9548,0.9553,0.9718,0.9725,0.9548,0.9553,0.9718,0.9725,0.9548,0.9553,0.9718,0.1111,0.1111,0.1111,0.0755,0.1111,0.1111,0.1111,0.0755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8851,0.9312,0.8908,0.9289,0.9382,0.9636,0.9415,0.9624,11475,11475,11475,11475,"9,0,1319,10147","8,1,789,10677","9,0,1253,10213","8,1,815,10651",0.9992,0.9991,0.9992,0.9991,0.8851,0.9312,0.8908,0.9289,0.9382,0.9636,0.9415,0.9624,11475,11475,11475,11475,"9,0,1319,10147","8,1,789,10677","9,0,1253,10213","8,1,815,10651"
C2D_AE_128_3X3,128_3X3-_ADAM_MSE_UCSD1_NORMAL-{APE}.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6824,0.6867,0.6832,0.6327,0.7142,0.7116,0.7114,0.6945,0.656,0.6592,0.6577,0.6574,0.3842,0.3669,0.3759,0.3975,0.4004,0.4025,0.4047,0.3951,0.6309,0.6331,0.6397,0.6051,,,,,0.6076,0.6187,0.6165,0.5924,0.6665,0.672,0.6226,0.6583,0.6667,0.6722,0.6235,0.6611,0.656,0.6627,0.623,0.6555,7200,7200,7200,7200,"3284,761,1639,1516","3279,766,1594,1561","2725,1320,1391,1764","3108,937,1503,1652",0.6301,0.6406,0.6607,0.6393,0.6335,0.6404,0.6474,0.6407,0.6302,0.6227,0.6174,0.6259,7200,7200,7200,7200,"2906,1139,1500,1655","3326,719,1870,1285","3563,482,2057,1098","3267,778,1809,1346"
C2D_AE_128_3X3,1E-06_C1_ADAM_MSE_UCSD1_NORMAL-{APE}.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6894,0.6793,0.6754,0.6449,0.7232,0.7245,0.7243,0.6924,0.6602,0.6657,0.6646,0.6594,0.3722,0.3686,0.38,0.3988,0.3921,0.4077,0.4079,0.3949,0.6317,0.6219,0.6316,0.6104,,,,,0.6153,0.6231,0.6214,0.5945,0.6652,0.6631,0.6228,0.6643,0.6675,0.6629,0.6262,0.6649,0.6613,0.651,0.6231,0.6546,7200,7200,7200,7200,"3156,889,1505,1650","3300,745,1682,1473","2872,1173,1518,1637","3267,778,1635,1520",0.6304,0.6422,0.6534,0.645,0.6321,0.6435,0.6451,0.6462,0.6309,0.6292,0.6191,0.6329,7200,7200,7200,7200,"2796,1249,1400,1755","3268,777,1790,1365","3494,551,2004,1151","3260,785,1762,1393"
C2D_AE_128_3X3,N_P64_C1_ADAM_MSE_UCSD1_NORMAL-{APE}.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.707,0.7037,0.7109,0.6822,0.7339,0.7465,0.7469,0.7162,0.6544,0.6531,0.6521,0.6515,0.335,0.3402,0.3328,0.3691,0.4003,0.413,0.4155,0.3959,0.6507,0.6385,0.6586,0.624,,,,,0.6228,0.625,0.6238,0.6104,0.6746,0.6797,0.6631,0.6804,0.6753,0.6811,0.6656,0.6824,0.6749,0.68,0.6592,0.6774,7200,7200,7200,7200,"2906,1139,1199,1956","2978,1067,1229,1926","3152,893,1515,1640","3173,872,1415,1740",0.6434,0.6566,0.6317,0.6584,0.6469,0.6522,0.634,0.6538,0.6413,0.6326,0.6323,0.6343,7200,7200,7200,7200,"3050,995,1547,1608","3417,628,1876,1279","2838,1207,1428,1727","3421,624,1869,1286"
C2D_AE_128_3X3,ENTION_P64_C1_ADAM_MSE_UCSD1_NORMAL_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.3906,0.4059,0.4053,0.5199,0.3752,0.3978,0.3979,0.5376,0.4161,0.4137,0.4137,0.5533,0.5758,0.5683,0.5686,0.4878,0.5778,0.58,0.5807,0.4682,0.6378,0.6343,0.6351,0.5462,,,,,0.6385,0.6411,0.641,0.5224,0.5128,0.5101,0.5691,0.5142,0.56,0.5582,0.5746,0.5589,0.4172,0.426,0.4938,0.4259,7200,7200,7200,7200,"3974,71,3097,58","3917,128,3053,102","3706,339,2724,431","3924,121,3055,100",0.7075,0.646,0.5587,0.646,0.441,0.4532,0.511,0.4532,0.2735,0.3067,0.4877,0.3067,7200,7200,7200,7200,"22,4023,2,3153","143,3902,35,3120","1255,2790,731,2424","143,3902,35,3120"
