Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-5_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.686,0.7347,0.7873,0.665,0.8479,0.8402,0.8403,0.8514,0.952,0.9676,0.9679,0.9228,0.3542,0.2776,0.2682,0.4012,0.0892,0.0816,0.0819,0.1446,0.5419,0.5824,0.7082,0.5453,,,,,0.9402,0.9555,0.9562,0.9101,0.6941,0.7667,0.6758,0.7336,0.6348,0.7449,0.6308,0.7228,0.6241,0.7449,0.6238,0.7237,15324,15324,15324,15324,"3941,4632,965,5786","5696,2877,1032,5719","4147,4426,1232,5519","5843,2730,1518,5233",0.916,0.9192,0.8574,0.9191,0.9146,0.9186,0.8567,0.9184,0.9148,0.9187,0.8569,0.9185,15324,15324,15324,15324,"7740,833,475,6276","7836,737,511,6240","7375,1198,998,5753","7821,752,499,6252"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-5_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.703,0.7216,0.7796,0.6526,0.8479,0.8414,0.8416,0.8467,0.9474,0.9651,0.9654,0.9016,0.3312,0.2955,0.2635,0.4022,0.089,0.085,0.0847,0.192,0.5604,0.5895,0.7001,0.5218,,,,,0.936,0.9532,0.9538,0.8886,0.6754,0.7574,0.659,0.7082,0.6633,0.7418,0.6156,0.7043,0.6643,0.7424,0.6083,0.7052,15324,15324,15324,15324,"5322,3251,1908,4843","5838,2735,1221,5530","4023,4550,1340,5411","6015,2558,1973,4778",0.9127,0.9163,0.8247,0.9166,0.9118,0.9156,0.8236,0.916,0.912,0.9158,0.8221,0.9161,15324,15324,15324,15324,"7763,810,541,6210","7814,759,534,6217","7592,981,1722,5029","7822,751,536,6215"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-5_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6767,0.7276,0.7818,0.6123,0.8269,0.8242,0.8242,0.8265,0.9317,0.9522,0.9521,0.8427,0.3679,0.3011,0.2648,0.4371,0.1449,0.1063,0.1064,0.2455,0.5583,0.6428,0.7335,0.5175,,,,,0.9246,0.9441,0.9442,0.8189,0.6815,0.7416,0.6312,0.7034,0.6235,0.7409,0.5724,0.7014,0.6122,0.7411,0.5546,0.7021,15324,15324,15324,15324,"3840,4733,1037,5714","6513,2060,1911,4840","3231,5342,1211,5540","6117,2456,2119,4632",0.8911,0.8951,0.7651,0.8952,0.8896,0.8942,0.7567,0.8942,0.8889,0.8944,0.7575,0.8944,15324,15324,15324,15324,"8031,542,1150,5601","7637,936,685,6066","6197,2376,1353,5398","7621,952,670,6081"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-5_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.5814,0.5641,0.6502,0.5843,0.7696,0.8012,0.7876,0.7793,0.8928,0.9323,0.9341,0.8095,0.4465,0.4462,0.4085,0.4349,0.1775,0.1246,0.129,0.2727,0.5536,0.5811,0.5436,0.5256,,,,,0.8509,0.9108,0.9132,0.7693,0.645,0.7045,0.5982,0.6861,0.5836,0.6237,0.5694,0.6133,0.5665,0.6058,0.5648,0.5964,15324,15324,15324,15324,"3325,5248,1133,5618","3525,5048,719,6032","3905,4668,1930,4821","3508,5065,861,5890",0.8272,0.8736,0.7339,0.8773,0.821,0.8718,0.7256,0.8757,0.8216,0.8721,0.7266,0.876,15324,15324,15324,15324,"6780,1793,950,5801","7389,1184,781,5970","5961,2612,1593,5158","7436,1137,768,5983"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-5_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6604,0.6874,0.7088,0.6056,0.8154,0.8062,0.8062,0.7877,0.8897,0.9334,0.9335,0.8051,0.3819,0.3639,0.3512,0.4381,0.1853,0.1236,0.1241,0.2801,0.5698,0.6316,0.6823,0.5279,,,,,0.8752,0.9173,0.9177,0.7721,0.6549,0.6798,0.6099,0.674,0.6284,0.6537,0.5653,0.6522,0.6264,0.6523,0.5531,0.6516,15324,15324,15324,15324,"4552,4021,1674,5077","4797,3776,1530,5221","3433,5140,1521,5230","4902,3671,1659,5092",0.8175,0.878,0.7312,0.8779,0.8156,0.8764,0.7189,0.8758,0.816,0.8767,0.7197,0.8761,15324,15324,15324,15324,"6964,1609,1217,5534","7440,1133,761,5990","5759,2814,1493,5258","7396,1177,727,6024"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-5_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7186,0.7625,0.8267,0.6557,0.8447,0.8395,0.8397,0.8411,0.9233,0.9571,0.9571,0.8413,0.3324,0.3155,0.2341,0.3946,0.157,0.0946,0.0944,0.2405,0.5939,0.7469,0.8134,0.5514,,,,,0.9153,0.948,0.9483,0.8082,0.71,0.7717,0.6666,0.6992,0.6718,0.7711,0.6114,0.6892,0.6683,0.7713,0.5999,0.6903,15324,15324,15324,15324,"4686,3887,1142,5609","6742,1831,1677,5074","3753,4820,1135,5616","5610,2963,1799,4952",0.8703,0.9087,0.7666,0.9093,0.8635,0.9067,0.7559,0.9073,0.8613,0.907,0.7567,0.9076,15324,15324,15324,15324,"8124,449,1643,5108","7639,934,495,6256","6110,2463,1277,5474","7647,926,494,6257"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-5_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7045,0.777,0.8366,0.6409,0.8362,0.837,0.8372,0.8359,0.9326,0.9574,0.9574,0.8491,0.3472,0.2914,0.2569,0.4112,0.1318,0.1057,0.1067,0.2241,0.5884,0.761,0.8307,0.5265,,,,,0.9261,0.9473,0.9476,0.8279,0.7071,0.8128,0.6644,0.7135,0.646,0.794,0.6009,0.7088,0.6357,0.7861,0.5854,0.7097,15324,15324,15324,15324,"4033,4540,885,5866","8058,515,2642,4109","3498,5075,1041,5710","5998,2575,1888,4863",0.8902,0.8984,0.7813,0.8969,0.889,0.8983,0.7805,0.8969,0.8884,0.898,0.7808,0.8969,15324,15324,15324,15324,"8003,570,1131,5620","7946,627,932,5819","6793,1780,1584,5167","7782,791,789,5962"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-5_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6297,0.6764,0.7017,0.6057,0.8153,0.8062,0.8062,0.7882,0.8943,0.9337,0.9337,0.806,0.4004,0.3696,0.3605,0.4382,0.1795,0.1231,0.1237,0.2789,0.5325,0.6229,0.6773,0.5234,,,,,0.8797,0.9179,0.9183,0.7736,0.626,0.6765,0.6118,0.6711,0.6073,0.635,0.5646,0.6384,0.607,0.6292,0.551,0.6351,15324,15324,15324,15324,"4607,3966,2052,4699","4259,4314,1280,5471","3364,5209,1463,5288","4489,4084,1457,5294",0.8235,0.8777,0.7311,0.878,0.8201,0.8759,0.7186,0.8772,0.8206,0.8762,0.7194,0.8774,15324,15324,15324,15324,"6905,1668,1089,5662","7422,1151,751,6000","5749,2824,1488,5263","7510,1063,819,5932"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-5_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6888,0.7262,0.8102,0.648,0.8428,0.8443,0.841,0.845,0.9527,0.9674,0.9679,0.9188,0.3513,0.2986,0.2378,0.3976,0.0905,0.082,0.0831,0.1386,0.5533,0.6299,0.7487,0.5194,,,,,0.9402,0.955,0.9557,0.9017,0.6751,0.7779,0.664,0.7052,0.6412,0.7699,0.6106,0.7016,0.6377,0.7707,0.5996,0.7025,15324,15324,15324,15324,"4486,4087,1411,5340","6316,2257,1269,5482","3776,4797,1170,5581","6011,2562,2011,4740",0.9104,0.9184,0.8627,0.9191,0.909,0.9174,0.8617,0.918,0.9092,0.9175,0.8619,0.9182,15324,15324,15324,15324,"7697,876,518,6233","7792,781,485,6266","7378,1195,925,5826","7789,784,472,6279"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-5_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7131,0.8132,0.8526,0.6597,0.8473,0.8395,0.8394,0.8515,0.953,0.9686,0.9688,0.9285,0.3425,0.2732,0.2486,0.4055,0.0897,0.0837,0.0842,0.1231,0.5998,0.7929,0.8451,0.5341,,,,,0.9406,0.9552,0.9558,0.9148,0.6904,0.8041,0.6877,0.7852,0.6641,0.7963,0.6253,0.7674,0.6628,0.7916,0.6129,0.7576,15324,15324,15324,15324,"4884,3689,1459,5292","7781,792,2330,4421","3791,4782,960,5791","7912,661,2904,3847",0.9122,0.9163,0.8789,0.917,0.911,0.9159,0.8778,0.9166,0.9112,0.916,0.878,0.9167,15324,15324,15324,15324,"7731,842,522,6229","7850,723,566,6185","7493,1080,793,5958","7848,725,553,6198"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-5_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7025,0.7015,0.781,0.6776,0.8475,0.8395,0.8391,0.8479,0.9463,0.9646,0.9647,0.9075,0.336,0.3211,0.2522,0.3859,0.0944,0.084,0.0841,0.1626,0.564,0.5516,0.6764,0.5502,,,,,0.9355,0.9526,0.9526,0.889,0.6783,0.7578,0.6809,0.6876,0.6637,0.7502,0.6348,0.6805,0.6644,0.7511,0.6277,0.6816,15324,15324,15324,15324,"5234,3339,1814,4937","6180,2393,1435,5316","4166,4407,1190,5561","5668,2905,1991,4760",0.9073,0.9169,0.8398,0.9168,0.9069,0.916,0.8378,0.916,0.907,0.9162,0.8382,0.9162,15324,15324,15324,15324,"7792,781,645,6106","7789,784,503,6248","7129,1444,1041,5710","7799,774,513,6238"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-5_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7003,0.7176,0.8252,0.6415,0.8498,0.8412,0.8412,0.8435,0.9473,0.9654,0.966,0.8904,0.3526,0.3448,0.2663,0.4088,0.0927,0.0832,0.0834,0.1866,0.5546,0.6604,0.8136,0.5115,,,,,0.9361,0.9531,0.9543,0.8692,0.7058,0.7454,0.6794,0.6799,0.6603,0.734,0.6101,0.6584,0.6548,0.7348,0.5939,0.6579,15324,15324,15324,15324,"4436,4137,1068,5683","5911,2662,1414,5337","3519,5054,921,5830","4964,3609,1626,5125",0.9088,0.9181,0.8328,0.918,0.9085,0.9168,0.8331,0.9164,0.9086,0.917,0.8327,0.9166,15324,15324,15324,15324,"7810,763,639,6112","7761,812,463,6288","7419,1154,1404,5347","7738,835,446,6305"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-5_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7252,0.7444,0.8019,0.6737,0.8454,0.8368,0.8364,0.847,0.9509,0.9656,0.9657,0.9155,0.3237,0.2599,0.2428,0.3835,0.0871,0.086,0.0849,0.1571,0.5922,0.593,0.7163,0.5395,,,,,0.9408,0.9532,0.9532,0.8989,0.6949,0.7875,0.677,0.7444,0.6783,0.7698,0.6295,0.7381,0.6788,0.7701,0.6217,0.739,15324,15324,15324,15324,"5287,3286,1643,5108","6006,2567,961,5790","4086,4487,1191,5560","6141,2432,1582,5169",0.9137,0.9165,0.851,0.917,0.9127,0.9156,0.8426,0.9159,0.9129,0.9158,0.8432,0.9161,15324,15324,15324,15324,"7757,816,522,6229","7792,781,512,6239","6862,1711,701,6050","7773,800,489,6262"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-5_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7007,0.6988,0.7815,0.6521,0.8454,0.8431,0.8423,0.8488,0.9496,0.9674,0.9678,0.9178,0.3472,0.3251,0.2716,0.4063,0.0891,0.0825,0.0827,0.1532,0.5635,0.5551,0.6993,0.5217,,,,,0.9391,0.9549,0.9559,0.901,0.6761,0.755,0.6678,0.6842,0.6468,0.7368,0.6058,0.6747,0.6446,0.737,0.5915,0.6758,15324,15324,15324,15324,"4652,3921,1491,5260","5722,2851,1183,5568","3580,4993,1047,5704","5516,3057,1928,4823",0.9115,0.9178,0.8578,0.9184,0.9109,0.9174,0.8532,0.918,0.911,0.9175,0.8537,0.9181,15324,15324,15324,15324,"7783,790,576,6175","7860,713,552,6199","7097,1476,773,5978","7862,711,546,6205"
CGRU_AE_128_3X3_SEQ2SEQ_L,CGRU_AE_128_3X3_SEQ2SEQ_L-5_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Seq2Seq,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6521,0.6393,0.6941,0.6264,0.8089,0.7999,0.7999,0.7572,0.9008,0.9172,0.9161,0.8238,0.3775,0.3875,0.338,0.4115,0.1795,0.1357,0.1367,0.2654,0.5165,0.5133,0.5634,0.537,,,,,0.8996,0.9197,0.9191,0.8102,0.6533,0.6812,0.6112,0.6305,0.6208,0.662,0.587,0.6089,0.6171,0.6621,0.5849,0.608,15156,15156,15156,15156,"4282,4203,1544,5127","5019,3466,1656,5015","4193,4292,1967,4704","4483,4002,1925,4746",0.832,0.877,0.7385,0.8778,0.8321,0.8766,0.7348,0.8775,0.8315,0.8761,0.7356,0.877,15156,15156,15156,15156,"7405,1080,1464,5207","7760,725,1145,5526","6188,2297,1723,4948","7762,723,1134,5537"
CGRU_AE_128_3X3_SEQ2SEQ_L,CGRU_AE_128_3X3_SEQ2SEQ_L-5_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Seq2Seq,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6326,0.5247,0.6767,0.6397,0.7976,0.806,0.8055,0.7629,0.8742,0.9321,0.9279,0.8054,0.3835,0.4819,0.3448,0.3896,0.2152,0.1231,0.1312,0.2859,0.5199,0.6182,0.5454,0.5349,,,,,0.8644,0.9285,0.9237,0.7809,0.6487,0.696,0.6189,0.6112,0.6181,0.6564,0.6071,0.5315,0.6149,0.6521,0.6082,0.4931,15156,15156,15156,15156,"4305,4180,1608,5063","4468,4017,1191,5480","4831,3654,2301,4370","2319,6166,934,5737",0.7932,0.8698,0.7214,0.8799,0.7935,0.8689,0.7224,0.8798,0.7923,0.8691,0.7217,0.8798,15156,15156,15156,15156,"7195,1290,1840,4831","7365,1120,867,5804","6528,1957,2250,4421","7555,930,892,5779"
CGRU_AE_128_3X3_SEQ2SEQ_L,CGRU_AE_128_3X3_SEQ2SEQ_L-5_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Seq2Seq,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6524,0.6218,0.6946,0.6296,0.802,0.8003,0.8007,0.7543,0.8906,0.9153,0.9142,0.8059,0.3801,0.4124,0.339,0.4067,0.1919,0.1369,0.138,0.2787,0.5307,0.5161,0.5806,0.5532,,,,,0.8859,0.9198,0.9192,0.7819,0.643,0.6901,0.6135,0.6383,0.6147,0.6582,0.5878,0.5867,0.6121,0.6557,0.5851,0.574,15156,15156,15156,15156,"4335,4150,1689,4982","4651,3834,1346,5325","4149,4336,1912,4759","3508,4977,1287,5384",0.8106,0.8775,0.7276,0.8777,0.8098,0.8775,0.7264,0.8777,0.8101,0.8771,0.7269,0.8773,15156,15156,15156,15156,"6947,1538,1344,5327","7714,771,1086,5585","6299,2186,1960,4711","7714,771,1083,5588"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-5_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7095,0.6886,0.8238,0.6291,0.8467,0.843,0.8433,0.8435,0.9495,0.9656,0.966,0.8984,0.3366,0.3581,0.2477,0.412,0.0877,0.0834,0.0828,0.1851,0.5627,0.5965,0.7861,0.5188,,,,,0.9388,0.9545,0.9549,0.8815,0.6961,0.7584,0.6611,0.6675,0.6609,0.7537,0.5901,0.6423,0.6577,0.7545,0.5703,0.6408,15324,15324,15324,15324,"4647,3926,1270,5481","6340,2233,1542,5209","3257,5316,966,5785","4714,3859,1623,5128",0.9176,0.9195,0.8227,0.9178,0.9176,0.9195,0.8182,0.9172,0.9176,0.9195,0.8188,0.9173,15324,15324,15324,15324,"7940,633,630,6121","7933,640,594,6157","6836,1737,1049,5702","7832,741,528,6223"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-5_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6822,0.7098,0.7822,0.6407,0.8465,0.8425,0.8425,0.8459,0.9467,0.9672,0.9674,0.9199,0.3597,0.3237,0.2556,0.4116,0.0994,0.0822,0.0819,0.137,0.5447,0.5626,0.7022,0.5138,,,,,0.9354,0.9534,0.954,0.9033,0.6685,0.7549,0.6543,0.6875,0.6357,0.7452,0.604,0.6763,0.6324,0.746,0.5934,0.6773,15324,15324,15324,15324,"4461,4112,1470,5281","6058,2515,1390,5361","3759,4814,1255,5496","5459,3114,1846,4905",0.9033,0.9187,0.8661,0.9189,0.9007,0.9184,0.8657,0.9184,0.901,0.9185,0.8658,0.9185,15324,15324,15324,15324,"7553,1020,502,6249","7879,694,556,6195","7472,1101,957,5794","7861,712,538,6213"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-5_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.716,0.7526,0.8252,0.6673,0.8492,0.8429,0.8433,0.8502,0.9464,0.9655,0.9659,0.917,0.3402,0.2825,0.2273,0.3931,0.0926,0.0838,0.0835,0.1492,0.5872,0.6744,0.7935,0.5391,,,,,0.9368,0.9528,0.9534,0.9,0.679,0.7834,0.6764,0.7208,0.6597,0.7753,0.6278,0.7175,0.6596,0.776,0.6197,0.7183,15324,15324,15324,15324,"5042,3531,1684,5067","6352,2221,1223,5528","4050,4523,1180,5571","6149,2424,1905,4846",0.9085,0.9177,0.8565,0.918,0.9073,0.9167,0.8528,0.9169,0.9075,0.9168,0.8533,0.9171,15324,15324,15324,15324,"7705,868,552,6199","7788,785,492,6259","7142,1431,824,5927","7782,791,482,6269"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-5_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.7086,0.7471,0.8332,0.656,0.8483,0.8424,0.8422,0.8465,0.9484,0.9666,0.9667,0.9132,0.341,0.3093,0.2432,0.3967,0.0939,0.0842,0.0849,0.1557,0.5793,0.6995,0.8207,0.5298,,,,,0.9371,0.9543,0.9546,0.8987,0.6755,0.7669,0.6738,0.6994,0.6552,0.7536,0.6246,0.69,0.655,0.7542,0.6161,0.6911,15324,15324,15324,15324,"4976,3597,1686,5065","6004,2569,1207,5544","4004,4569,1183,5568","5642,2931,1819,4932",0.908,0.9169,0.8509,0.9171,0.9078,0.9157,0.8509,0.9158,0.9079,0.9159,0.8509,0.9159,15324,15324,15324,15324,"7816,757,656,6095","7766,807,485,6266","7432,1141,1144,5607","7750,823,468,6283"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-5_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6794,0.7605,0.8301,0.6456,0.8475,0.8392,0.8391,0.8465,0.9482,0.967,0.9674,0.9073,0.359,0.3017,0.2472,0.4113,0.0904,0.0815,0.0815,0.1752,0.5481,0.7288,0.8214,0.5135,,,,,0.9394,0.9546,0.9553,0.8921,0.6803,0.7652,0.6829,0.7131,0.6365,0.7579,0.6154,0.7138,0.6302,0.7588,0.6005,0.7134,15324,15324,15324,15324,"4229,4344,1227,5524","6252,2321,1389,5362","3607,4966,927,5824","6466,2107,2279,4472",0.9126,0.9192,0.8291,0.919,0.9126,0.9186,0.829,0.9184,0.9126,0.9187,0.8291,0.9185,15324,15324,15324,15324,"7880,693,647,6104","7841,732,516,6235","7247,1326,1294,5457","7833,740,511,6240"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-5_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6885,0.7085,0.7854,0.6568,0.8501,0.8386,0.8387,0.85,0.9445,0.9664,0.9668,0.9177,0.3519,0.3272,0.2674,0.4087,0.1065,0.0831,0.0841,0.1481,0.554,0.5996,0.7373,0.5271,,,,,0.9372,0.9544,0.955,0.9053,0.6616,0.741,0.694,0.6811,0.647,0.7326,0.6234,0.6717,0.6477,0.7335,0.6084,0.6728,15324,15324,15324,15324,"5095,3478,1931,4820","6012,2561,1537,5214","3652,4921,850,5901","5496,3077,1954,4797",0.9013,0.9165,0.8539,0.9174,0.9014,0.9159,0.8532,0.9171,0.9013,0.916,0.8534,0.9171,15324,15324,15324,15324,"7882,691,820,5931","7824,749,540,6211","7348,1225,1025,5726","7863,710,561,6190"
CLSTM_AE_128_3X3_SEQ2SEQ_L,CLSTM_AE_128_3X3_SEQ2SEQ_L-5_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Seq2Seq,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6299,0.6265,0.6869,0.6311,0.8206,0.8125,0.8132,0.7612,0.8975,0.934,0.9331,0.8242,0.3877,0.3924,0.3273,0.3965,0.1981,0.1197,0.1195,0.268,0.5355,0.5482,0.553,0.5287,,,,,0.8995,0.9332,0.9327,0.8041,0.6578,0.6978,0.6237,0.6436,0.613,0.6654,0.6021,0.6009,0.6051,0.663,0.601,0.5929,15156,15156,15156,15156,"3931,4554,1311,5360","4706,3779,1292,5379","4416,4069,1962,4709","3846,4639,1410,5261",0.8324,0.8819,0.7431,0.8821,0.8268,0.8804,0.744,0.8811,0.8239,0.8807,0.7424,0.8813,15156,15156,15156,15156,"7783,702,1923,4748","7406,1079,733,5938","6840,1645,2235,4436","7445,1040,762,5909"
CLSTM_AE_128_3X3_SEQ2SEQ_L,CLSTM_AE_128_3X3_SEQ2SEQ_L-5_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Seq2Seq,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6428,0.4805,0.6828,0.6495,0.7747,0.8037,0.7928,0.7769,0.8199,0.9285,0.8952,0.8261,0.3779,0.5208,0.3302,0.378,0.2631,0.1388,0.188,0.2605,0.5371,0.6641,0.5357,0.5315,,,,,0.8001,0.9224,0.8829,0.7973,0.6538,0.6996,0.63,0.6273,0.6219,0.6803,0.619,0.539,0.6184,0.6803,0.6202,0.4991,15156,15156,15156,15156,"4310,4175,1555,5116","5168,3317,1529,5142","4965,3520,2254,4417","2324,6161,826,5845",0.746,0.8155,0.7432,0.8642,0.7464,0.8146,0.739,0.8641,0.7462,0.8149,0.7398,0.8641,15156,15156,15156,15156,"6614,1871,1973,4698","6975,1510,1300,5371","6194,2291,1665,5006","7432,1053,1007,5664"
CLSTM_AE_128_3X3_SEQ2SEQ_L,CLSTM_AE_128_3X3_SEQ2SEQ_L-5_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_AVENUE_NORMAL-{CRN}_.pkl,Seq2Seq,AVENUE,NORMAL,128,MSE,ADAM,True,False,0.6314,0.58,0.6676,0.6253,0.8032,0.8011,0.8015,0.7502,0.8966,0.93,0.929,0.7958,0.3912,0.4352,0.3542,0.4068,0.1863,0.1156,0.116,0.2871,0.5128,0.5676,0.5296,0.5513,,,,,0.8934,0.9307,0.9303,0.7695,0.6308,0.6656,0.6119,0.6275,0.6046,0.6369,0.5897,0.5758,0.6022,0.6347,0.5882,0.5618,15156,15156,15156,15156,"4296,4189,1804,4867","4531,3954,1549,5122","4284,4201,2018,4653","3378,5107,1322,5349",0.8209,0.8909,0.7172,0.8905,0.8211,0.8908,0.7163,0.8905,0.821,0.8905,0.7167,0.8902,15156,15156,15156,15156,"7168,1317,1394,5277","7798,687,968,5703","6243,2242,2058,4613","7795,690,970,5701"
