Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute,precision_squared,precision_ssim,precision_psnr,recall_absolute,recall_squared,recall_ssim,recall_psnr,f1-score_absolute,f1-score_squared,f1-score_ssim,f1-score_psnr,support_absolute,support_squared,support_ssim,support_psnr,conf_mat_absolute,conf_mat_squared,conf_mat_ssim,conf_mat_psnr
CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60796010.0/CLSTM_30_01_2021_15_13/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_AVENUE_NORMAL/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_AVENUE_NORMAL.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,False,False,0.6942,0.6501,0.7638,0.6709,0.8332,0.8419,0.8382,0.8392,0.9409,0.9587,0.957,0.8931,0.3394,0.3718,0.2697,0.3635,0.1139,0.0936,0.0981,0.1914,0.468,0.5222,0.4263,0.486,0.5687,0.5686,0.5688,0.5678,0.3619,0.3587,0.359,0.3705,0.8954,0.9034,0.8118,0.9067,0.8955,0.9024,0.808,0.9058,0.8953,0.9026,0.8086,0.906,15324,15324,15324,15324,"7839,734,868,5883","7682,891,604,6147","6796,1777,1165,5586","7719,854,589,6162"
CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60796010.0/CLSTM_30_01_2021_15_13/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_AVENUE_NORMAL/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_AVENUE_NORMAL.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,False,False,0.6734,0.6984,0.7808,0.6312,0.8367,0.8356,0.8326,0.8383,0.9447,0.9616,0.9613,0.882,0.366,0.3245,0.2505,0.4002,0.1041,0.0899,0.0904,0.2031,0.4895,0.4676,0.4139,0.51,0.5685,0.5693,0.5694,0.5682,0.3612,0.3579,0.3579,0.3726,0.8983,0.9101,0.8139,0.9109,0.8984,0.9084,0.8142,0.9094,0.8984,0.9086,0.8135,0.9096,15324,15324,15324,15324,"7815,758,799,5952","7671,902,502,6249","7347,1226,1621,5130","7686,887,502,6249"
CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60796010.0/CLSTM_30_01_2021_15_13/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_AVENUE_NORMAL/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_AVENUE_NORMAL.pkl,Normal,AVENUE,NORMAL,128,MSE,ADAM,False,False,0.6754,0.7443,0.8159,0.6199,0.8369,0.8396,0.8399,0.8322,0.9449,0.9663,0.9666,0.8534,0.3713,0.32,0.2543,0.434,0.1119,0.0904,0.0899,0.223,0.4688,0.4142,0.39,0.4958,0.5683,0.5688,0.5688,0.5685,0.361,0.357,0.357,0.3794,0.8888,0.9139,0.7809,0.9142,0.8881,0.9113,0.7798,0.9113,0.8883,0.9115,0.7801,0.9116,15324,15324,15324,15324,"7614,959,755,5996","7632,941,419,6332","6765,1808,1567,5184","7620,953,406,6345"
C2D_AE_128_3X3,/localscratch/a24ravi.61050712.0/C2D_03_02_2021_09_07/C2D_AE_128_3X3|_ADAM_WEIGHTED_HAM10000_NORMAL/C2D_AE_128_3X3|_ADAM_WEIGHTED_HAM10000_NORMAL.pkl,Normal,HAM10000,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.84,0.9402,0.8757,0.7121,0.917,0.9674,0.9341,0.831,0.9097,0.9597,0.9294,0.8243,0.2633,0.1433,0.225,0.3433,0.1683,0.0994,0.175,0.26,0.3319,0.3128,0.3239,0.3842,0.3192,0.3102,0.3156,0.3677,0.3173,0.3111,0.3139,0.3514,0.8429,0.8573,0.7842,0.903,0.8417,0.8508,0.7742,0.9017,0.8415,0.8502,0.7721,0.9016,1200,1200,1200,1200,"523,77,113,487","470,130,49,551","408,192,79,521","558,42,76,524"
C2D_AE_128_3X3,/localscratch/a24ravi.61050712.0/C2D_03_02_2021_09_07/C2D_AE_128_3X3|_ADAM_PSNR_HAM10000_NORMAL/C2D_AE_128_3X3|_ADAM_PSNR_HAM10000_NORMAL.pkl,Normal,HAM10000,NORMAL,128,PSNR,ADAM,False,False,0.8546,0.9155,0.8165,0.7459,0.9022,0.9254,0.8682,0.7916,0.8965,0.9256,0.8707,0.7942,0.2533,0.1707,0.2533,0.3133,0.195,0.1528,0.2483,0.2633,0.3287,0.3177,0.3388,0.385,0.3248,0.319,0.3334,0.3785,0.3193,0.3149,0.3247,0.3554,0.8259,0.8025,0.7392,0.8549,0.8217,0.7925,0.7392,0.8542,0.8211,0.7908,0.7392,0.8541,1200,1200,1200,1200,"459,141,73,527","421,179,70,530","442,158,155,445","526,74,101,499"
C2D_AE_128_3X3,/localscratch/a24ravi.61050712.0/C2D_03_02_2021_09_07/C2D_AE_128_3X3|_ADAM_MSE_HAM10000_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_HAM10000_NORMAL.pkl,Normal,HAM10000,NORMAL,128,MSE,ADAM,False,False,0.8699,0.9234,0.8336,0.7319,0.8944,0.9278,0.867,0.7942,0.8907,0.9286,0.8715,0.7986,0.2133,0.1598,0.235,0.3267,0.1962,0.1467,0.2483,0.2617,0.3259,0.3167,0.335,0.383,0.3262,0.3182,0.3329,0.3682,0.3206,0.3147,0.3246,0.3472,0.8068,0.7995,0.7383,0.8576,0.8067,0.7883,0.7383,0.8575,0.8066,0.7863,0.7383,0.8575,1200,1200,1200,1200,"477,123,109,491","415,185,69,531","443,157,157,443","509,91,80,520"
C2D_AE_128_3X3,/localscratch/a24ravi.61050712.0/C2D_03_02_2021_09_07/C2D_AE_128_3X3|_ADAM_MSE_HAM10000_NORMAL_DeNoising/C2D_AE_128_3X3|_ADAM_MSE_HAM10000_NORMAL_DeNoising.pkl,Normal,HAM10000,NORMAL,128,MSE,ADAM,True,False,0.8582,0.9177,0.8291,0.7289,0.894,0.9272,0.8699,0.7897,0.8903,0.9278,0.873,0.7926,0.2447,0.1733,0.2467,0.3283,0.19,0.1517,0.2417,0.26,0.3279,0.317,0.3355,0.3909,0.326,0.318,0.3315,0.3811,0.3205,0.3147,0.3244,0.3591,0.8136,0.795,0.7417,0.856,0.8125,0.79,0.7417,0.8558,0.8123,0.7891,0.7417,0.8558,1200,1200,1200,1200,"470,130,95,505","435,165,87,513","447,153,157,443","508,92,81,519"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.61050712.0/C2D_03_02_2021_09_07/C2D_AE_128_3X3_DP|_ADAM_MSE_HAM10000_NORMAL/C2D_AE_128_3X3_DP|_ADAM_MSE_HAM10000_NORMAL.pkl,Dropouts,HAM10000,NORMAL,128,MSE,ADAM,False,False,0.5009,0.5122,0.4961,0.7555,0.5501,0.567,0.549,0.7816,0.5615,0.5753,0.5644,0.7832,0.54,0.5433,0.5467,0.315,0.4483,0.4413,0.4717,0.275,0.4741,0.4586,0.4749,0.3719,0.5265,0.5302,0.5449,0.386,0.5304,0.5402,0.5681,0.3629,0.6651,0.7512,0.7452,0.6798,0.6133,0.6483,0.7367,0.645,0.5804,0.6082,0.7344,0.6269,1200,1200,1200,1200,"200,400,64,536","197,403,19,581","386,214,102,498","255,345,81,519"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.61050712.0/C2D_03_02_2021_09_07/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_HAM10000_NORMAL/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_HAM10000_NORMAL.pkl,SqueezeExcitation,HAM10000,NORMAL,128,MSE,ADAM,False,False,0.831,0.9033,0.7978,0.7215,0.8818,0.9209,0.857,0.7832,0.8784,0.9209,0.8614,0.7879,0.2633,0.1947,0.2683,0.3333,0.2067,0.1583,0.2548,0.2691,0.3341,0.3196,0.3431,0.3919,0.3293,0.3196,0.3351,0.3805,0.323,0.3158,0.3269,0.3575,0.8035,0.7856,0.732,0.8442,0.8033,0.7775,0.7317,0.8442,0.8033,0.7759,0.7316,0.8442,1200,1200,1200,1200,"475,125,111,489","416,184,83,517","427,173,149,451","510,90,97,503"
C2D_AE_128_3X3,/localscratch/a24ravi.60724478.0/C2D_29_01_2021_14_25/C2D_AE_128_3X3|_ADAM_WEIGHTED_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3|_ADAM_WEIGHTED_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.6573,0.6387,0.63,0.7038,0.6912,0.6971,0.6972,0.7437,0.4797,0.4809,0.4806,0.5059,0.3947,0.3951,0.4026,0.3428,0.506,0.5302,0.5303,0.4865,0.3262,0.332,0.3346,0.3082,0.3948,0.4064,0.4062,0.3641,0.4159,0.4117,0.412,0.3961,0.5675,0.6269,0.5929,0.6262,0.4672,0.4624,0.4758,0.4626,0.3905,0.3528,0.3982,0.3534,40791,40791,40791,40791,"15542,1784,19951,3514","16647,679,21249,2216","15810,1516,19868,3597","16637,689,21233,2232"
C2D_AE_128_3X3,/localscratch/a24ravi.60724478.0/C2D_29_01_2021_14_25/C2D_AE_128_3X3|_ADAM_PSNR_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3|_ADAM_PSNR_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,PSNR,ADAM,False,False,0.6949,0.6826,0.6731,0.7002,0.746,0.7435,0.7436,0.7478,0.4955,0.5,0.4996,0.5038,0.3467,0.3586,0.3673,0.3514,0.4874,0.484,0.4842,0.487,0.312,0.3173,0.3202,0.3094,0.3664,0.3689,0.3688,0.3629,0.4074,0.4016,0.4019,0.4036,0.5706,0.6493,0.544,0.6487,0.4623,0.4619,0.5226,0.4621,0.3753,0.3459,0.5236,0.3466,40791,40791,40791,40791,"15833,1493,20440,3025","16838,488,21462,2003","10349,6977,12495,10970","16830,496,21444,2021"
C2D_AE_128_3X3,/localscratch/a24ravi.60724478.0/C2D_29_01_2021_14_25/C2D_AE_128_3X3|_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.7013,0.6903,0.6803,0.6979,0.7589,0.7522,0.7521,0.741,0.4937,0.4963,0.4959,0.5104,0.3421,0.3578,0.366,0.3584,0.4868,0.4817,0.482,0.4866,0.3093,0.3146,0.3175,0.3095,0.3616,0.3666,0.3666,0.3632,0.4079,0.4035,0.4038,0.3994,0.6339,0.6739,0.5473,0.6739,0.4559,0.4591,0.5257,0.4594,0.3352,0.335,0.5266,0.3356,40791,40791,40791,40791,"16824,502,21691,1774","17018,308,21754,1711","10423,6903,12444,11021","17015,311,21739,1726"
C2D_AE_128_3X3,/localscratch/a24ravi.60724478.0/C2D_29_01_2021_14_25/C2D_AE_128_3X3|_ADAM_MSE_SHANGAI_TECH_NORMAL_DeNoising/C2D_AE_128_3X3|_ADAM_MSE_SHANGAI_TECH_NORMAL_DeNoising.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,True,False,0.7016,0.6966,0.6885,0.6955,0.7573,0.7511,0.7511,0.7351,0.4917,0.4958,0.4955,0.5035,0.3447,0.3482,0.3559,0.3499,0.4871,0.4859,0.4856,0.4869,0.3092,0.3125,0.3148,0.3104,0.3626,0.3669,0.3668,0.3651,0.4098,0.4034,0.4036,0.4033,0.6364,0.6615,0.5434,0.661,0.4543,0.465,0.5199,0.4651,0.3306,0.3503,0.5201,0.3507,40791,40791,40791,40791,"16869,457,21804,1661","16881,445,21380,2085","10543,6783,12801,10664","16876,450,21369,2096"
C2D_AE_128_3X3,/localscratch/a24ravi.60724515.0/C2D_29_01_2021_14_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.6966,0.6892,0.6776,0.7048,0.7351,0.7486,0.7486,0.7445,0.4874,0.4942,0.4939,0.5125,0.3515,0.3596,0.3693,0.3408,0.4935,0.4996,0.4996,0.4863,0.31,0.3141,0.318,0.3074,0.373,0.3717,0.3717,0.3655,0.4115,0.4042,0.4044,0.3931,0.6065,0.6512,0.5994,0.6515,0.4648,0.4641,0.4758,0.4642,0.3653,0.3506,0.3951,0.3508,40791,40791,40791,40791,"16366,960,20871,2594","16820,506,21354,2111","15940,1386,19997,3468","16821,505,21350,2115"
C2D_AE_128_3X3,/localscratch/a24ravi.60724515.0/C2D_29_01_2021_14_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,PSNR,ADAM,False,True,0.7019,0.7016,0.6942,0.7023,0.7579,0.7584,0.7584,0.7511,0.4901,0.4946,0.4943,0.5032,0.3419,0.3448,0.3465,0.3455,0.4916,0.4924,0.4923,0.4884,0.3088,0.31,0.3123,0.308,0.3662,0.3695,0.3695,0.3602,0.4116,0.4057,0.406,0.4062,0.6311,0.6667,0.5417,0.6653,0.4535,0.4593,0.5189,0.4596,0.3299,0.3365,0.5194,0.3374,40791,40791,40791,40791,"16847,479,21812,1653","16979,347,21710,1755","10437,6889,12734,10731","16968,358,21687,1778"
C2D_AE_128_3X3,/localscratch/a24ravi.60724515.0/C2D_29_01_2021_14_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,True,0.6968,0.6905,0.683,0.6973,0.7538,0.7516,0.7517,0.7438,0.4955,0.5005,0.5002,0.5102,0.3521,0.3573,0.3634,0.3486,0.4892,0.4854,0.4855,0.4852,0.3106,0.3141,0.3162,0.3098,0.3647,0.3687,0.3686,0.362,0.4079,0.4014,0.4017,0.3995,0.6364,0.6467,0.5457,0.6459,0.4581,0.4619,0.5243,0.4622,0.34,0.3466,0.5253,0.3474,40791,40791,40791,40791,"16804,522,21581,1884","16819,507,21441,2024","10378,6948,12457,11008","16809,517,21420,2045"
C2D_AE_128_3X3,/localscratch/a24ravi.60724515.0/C2D_29_01_2021_14_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL_DeNoising/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL_DeNoising.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,True,True,0.7007,0.6983,0.6904,0.7007,0.7512,0.751,0.751,0.7432,0.4922,0.497,0.4966,0.5029,0.3504,0.3499,0.3544,0.3465,0.4868,0.4828,0.4833,0.4872,0.3098,0.3119,0.3141,0.3089,0.366,0.3682,0.3682,0.3618,0.4098,0.4047,0.405,0.4038,0.6266,0.6638,0.5463,0.6644,0.4544,0.4594,0.5244,0.4598,0.3332,0.3374,0.5253,0.338,40791,40791,40791,40791,"16799,527,21728,1737","16961,365,21685,1780","10431,6895,12505,10960","16961,365,21672,1793"
C2D_AE_128_3X3,/localscratch/a24ravi.60787601.0/C2D_30_01_2021_10_55/C2D_AE_128_3X3|_ADAM_MSE_SHANGAI_TECH_NORMAL_SVDD/C2D_AE_128_3X3|_ADAM_MSE_SHANGAI_TECH_NORMAL_SVDD.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.7003,0.689,0.6795,0.7005,0.7539,0.7534,0.7534,0.7488,0.4933,0.4946,0.4942,0.5079,0.344,0.3573,0.3633,0.3518,0.489,0.4854,0.4855,0.4858,0.3094,0.3145,0.3173,0.3084,0.3606,0.3644,0.3643,0.3583,0.4081,0.4046,0.4048,0.4011,0.6564,0.6747,0.5453,0.6746,0.4564,0.4602,0.5235,0.4605,0.3319,0.3373,0.5244,0.3379,40791,40791,40791,40791,"16956,370,21802,1663","17011,315,21702,1763","10404,6922,12514,10951","17008,318,21688,1777"
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60787555.0/C2D_30_01_2021_10_55/C2D_AE_128_3X3_ACB|_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_ACB|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,ACB,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.7014,0.7082,0.6985,0.6998,0.747,0.7525,0.7527,0.7454,0.501,0.5118,0.5114,0.4944,0.3477,0.3431,0.3521,0.3474,0.4846,0.4811,0.4814,0.4848,0.3101,0.3079,0.3109,0.3093,0.3681,0.3722,0.3721,0.3613,0.4062,0.3981,0.3984,0.4085,0.6343,0.6555,0.5388,0.6511,0.4546,0.4618,0.5166,0.4624,0.332,0.3445,0.5173,0.3466,40791,40791,40791,40791,"16849,477,21769,1696","16881,445,21507,1958","10337,6989,12728,10737","16844,482,21448,2017"
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60787555.0/C2D_30_01_2021_10_55/C2D_AE_128_3X3_ACB|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_ACB|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,ACB,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,True,0.6933,0.6963,0.686,0.6993,0.7497,0.7493,0.7494,0.7437,0.4997,0.5098,0.5094,0.4957,0.3504,0.3531,0.3594,0.3511,0.484,0.4785,0.4784,0.4852,0.3126,0.3121,0.3153,0.3093,0.3665,0.3723,0.3722,0.3647,0.4074,0.3991,0.3994,0.4078,0.6377,0.6826,0.538,0.6817,0.4526,0.4575,0.5178,0.4577,0.3261,0.3298,0.5191,0.3306,40791,40791,40791,40791,"16905,421,21910,1555","17074,252,21879,1586","10124,7202,12467,10998","17068,258,21862,1603"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60724478.0/C2D_29_01_2021_14_25/C2D_AE_128_3X3_DP|_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_DP|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Dropouts,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.668,0.6871,0.6839,0.7021,0.7039,0.7311,0.7312,0.7459,0.5324,0.4793,0.4792,0.51,0.3858,0.3632,0.3685,0.3529,0.477,0.5299,0.5302,0.4905,0.322,0.3147,0.3157,0.3078,0.3865,0.3716,0.3715,0.3591,0.395,0.4165,0.4167,0.4004,0.5513,0.5508,0.552,0.551,0.5175,0.4865,0.4787,0.4867,0.5128,0.4521,0.4324,0.4525,40791,40791,40791,40791,"11550,5776,13905,9560","13788,3538,17409,6056","14349,2977,18287,5178","13784,3542,17397,6068"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60724515.0/C2D_29_01_2021_14_39/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Dropouts,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,True,0.6732,0.6841,0.6803,0.7021,0.7272,0.7397,0.7397,0.7456,0.5317,0.4856,0.4854,0.5131,0.3724,0.3639,0.3665,0.353,0.4775,0.5321,0.5324,0.4891,0.3184,0.3154,0.3166,0.3077,0.3713,0.3666,0.3666,0.3605,0.3946,0.4127,0.4129,0.3987,0.5531,0.5756,0.5416,0.5753,0.5256,0.4841,0.5057,0.4841,0.5244,0.428,0.4987,0.4282,40791,40791,40791,40791,"11037,6289,13061,10404","15022,2304,18741,4724","11638,5688,14476,8989","15012,2314,18732,4733"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60787555.0/C2D_30_01_2021_10_55/C2D_AE_128_3X3_RES|_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_RES|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,RESNet,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.7042,0.7107,0.702,0.7148,0.7537,0.7529,0.753,0.7478,0.4938,0.5016,0.5012,0.5133,0.3394,0.3369,0.341,0.3389,0.4866,0.4805,0.4808,0.4846,0.3081,0.3068,0.3093,0.304,0.366,0.3688,0.3687,0.3599,0.408,0.4009,0.4012,0.3951,0.5368,0.6851,0.5538,0.6845,0.5172,0.4647,0.5062,0.4649,0.5187,0.3452,0.4913,0.3457,40791,40791,40791,40791,"10050,7276,12419,11046","17025,301,21536,1929","12626,4700,15443,8022","17020,306,21522,1943"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60787555.0/C2D_30_01_2021_10_55/C2D_AE_128_3X3_RES|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_RES|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,RESNet,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,True,0.7006,0.6964,0.6877,0.7133,0.7522,0.7548,0.7549,0.7556,0.4956,0.5005,0.5001,0.5137,0.3446,0.3514,0.355,0.3434,0.4867,0.4823,0.4827,0.4838,0.3099,0.3131,0.3152,0.3043,0.3643,0.3691,0.369,0.3584,0.4063,0.4002,0.4005,0.3931,0.5389,0.6774,0.5639,0.6752,0.519,0.4629,0.5119,0.4632,0.5204,0.3426,0.4951,0.3436,40791,40791,40791,40791,"10111,7215,12405,11060","17000,326,21584,1881","12959,4367,15544,7921","16985,341,21557,1908"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60724478.0/C2D_29_01_2021_14_25/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,SqueezeExcitation,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.7053,0.6919,0.6837,0.7057,0.7563,0.7538,0.7537,0.7453,0.4933,0.4957,0.4954,0.5025,0.3468,0.3494,0.356,0.3455,0.4888,0.4849,0.4851,0.4869,0.3075,0.3135,0.3159,0.3067,0.3614,0.3637,0.3636,0.3603,0.4084,0.4039,0.4042,0.4042,0.6486,0.6812,0.5444,0.6754,0.4541,0.4601,0.5218,0.4605,0.3278,0.3358,0.5224,0.3378,40791,40791,40791,40791,"16944,382,21885,1580","17045,281,21744,1721","10465,6861,12644,10821","17012,314,21692,1773"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60724515.0/C2D_29_01_2021_14_39/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,SqueezeExcitation,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,True,0.7077,0.7052,0.6972,0.7099,0.7641,0.7629,0.7629,0.758,0.4952,0.499,0.4986,0.5042,0.3425,0.345,0.3509,0.3426,0.4882,0.4836,0.4837,0.4859,0.3066,0.3084,0.3108,0.3055,0.3575,0.3598,0.3598,0.3543,0.4063,0.4009,0.4012,0.4012,0.6369,0.6659,0.5472,0.6656,0.458,0.4645,0.5207,0.4647,0.3396,0.3484,0.5197,0.3489,40791,40791,40791,40791,"16810,516,21592,1873","16915,411,21431,2034","10876,6450,13101,10364","16911,415,21419,2046"
C2D_AE_128_3X3_VAE,/localscratch/a24ravi.60787601.0/C2D_30_01_2021_10_55/C2D_AE_128_3X3_VAE|_ADAM_MSE_SHANGAI_TECH_NORMAL/C2D_AE_128_3X3_VAE|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Variational,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.6786,0.6902,0.6791,0.6925,0.7297,0.7391,0.739,0.7483,0.4887,0.5018,0.5015,0.5005,0.3685,0.3621,0.3682,0.3584,0.5074,0.5033,0.5034,0.4848,0.318,0.3152,0.3193,0.3113,0.3701,0.3709,0.371,0.3608,0.4124,0.4042,0.4044,0.4093,0.6361,0.6026,0.5336,0.6038,0.4508,0.4556,0.514,0.4559,0.3221,0.343,0.5155,0.3432,40791,40791,40791,40791,"16924,402,22000,1465","16561,765,21440,2025","9991,7335,12490,10975","16568,758,21438,2027"
CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60787459.0/CLSTM_30_01_2021_11_10/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SHANGAI_TECH_NORMAL/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.6002,0.5439,0.5233,0.6191,0.5559,0.5992,0.5804,0.728,0.5795,0.4902,0.4882,0.5157,0.4221,0.451,0.4817,0.4268,0.4321,0.5004,0.499,0.5002,0.3555,0.4035,0.4109,0.352,0.4452,0.422,0.4337,0.3657,0.386,0.4222,0.4241,0.4014,0.585,0.5463,0.5638,0.5514,0.571,0.4767,0.4765,0.4779,0.5733,0.4323,0.4176,0.4309,40791,40791,40791,40791,"10426,6900,10601,12864","14189,3137,18208,5257","14969,2357,18997,4468","14369,2957,18339,5126"
CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.61026663.0/CLSTM_03_02_2021_04_58/CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SHANGAI_TECH_NORMAL/CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.6255,0.6436,0.6303,0.6941,0.6644,0.6853,0.6833,0.7544,0.4893,0.4837,0.4848,0.4872,0.4148,0.4042,0.4159,0.3477,0.5165,0.523,0.5209,0.5113,0.3552,0.3494,0.3509,0.3183,0.3964,0.398,0.3985,0.3651,0.4248,0.4194,0.4195,0.4154,0.5408,0.5508,0.564,0.5557,0.494,0.4933,0.4869,0.4885,0.4713,0.4607,0.4345,0.4452,39935,39935,39935,39935,"12897,4347,15862,6829","13638,3606,16631,6060","14689,2555,17937,4754","14220,3024,17402,5289"
